0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.609842661110642439e+02,1.432523286168291321e+01,2.796765797300096210e+02,2.584373913890619860e+02,2.601792289278947123e+02,1.939483942617595247e+01,6.404032200762878269e+00,1.851586526162856217e+01,6.196574386330765627e+00,9.696560513229538714e+00,2.912233445988307068e+01,4.895438598005885211e+01,6.277465979642185001e-01,0.000000000000000000e+00,8.938718336676046192e+02,1.912687130523393762e+03,3.626849906721168360e+00,1.231275625615361330e-01,7.762619195478638323e-01,6.106583144823357623e-02,2.153680064493575796e-01,2.501824954865378703e-01,1.251614212177223351e-01,1.933105319922029608e+00,4.316037080960881123e-01,1.976957900236539611e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.805791675856982437e+01,5.166301012652529501e+00,1.008635190105105295e+02,9.320374542824256991e+01,9.383192768033131870e+01,6.924711941857220943e+00,2.309572093055237030e+00,6.677625025360431010e+00,2.234753796757232180e+00,3.497000773560839271e+00,1.050277838158815769e+01,1.765507732436601529e+01,2.263926817850501205e-01,0.000000000000000000e+00,3.223689977013050907e+02,6.897980336320759989e+02,4.786291221177841670e+00,2.371670295421217101e-01,6.817792372662705436e-01,2.996698040424387866e-02,2.254055078859164007e-01,3.102283602242576488e-01,1.102906836025516896e-01,1.550289853637730753e+00,5.041673502810481988e-01,2.405649928003964266e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.581613360022352310e+00,1.380711513493332543e+00,6.222306059123090982e+00,5.749771925473734946e+00,5.788524710145050101e+00,5.185831540752416924e-01,1.424783169334164767e-01,1.403904509871235495e+00,1.378627498487520198e-01,1.443238864225265594e+00,1.672439988047817749e+01,1.089147946526055843e+00,2.255767583863036718e-01,0.000000000000000000e+00,1.988705715751643410e+01,4.255388396465520628e+01,4.125227461669853568e+01,1.054688380630548067e-02,8.074143151871691515e+00,6.735111505206933802e-02,8.672786154042910756e-02,1.971426785619649902e+00,8.400383575181438189e+00,3.135403765741826110e+00,8.899177641482759471e-01,1.422341264170823294e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.631124827264946475e+01,8.570285109435523907e+00,1.673207025575968601e+02,1.546140400319353887e+02,1.556561204271549173e+02,1.148728180899373008e+01,3.831308177708459439e+00,1.107739370607393248e+01,3.707193433115421488e+00,5.801112553049893705e+00,1.742287275770089749e+01,2.928769460555693627e+01,3.755588040332573097e-01,0.000000000000000000e+00,5.347722120675757651e+02,1.144293722273765297e+03,5.057560584584305907e+00,1.483832627758617795e-01,1.156699586750413955e+00,5.174384066321004866e-02,2.557934007413059652e-01,3.161817772838888541e-01,1.911363572614709350e-01,2.016999776683689127e+00,4.273916127581331437e-01,2.067909206414277445e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.635791558734319473e+00,2.106976996745089536e+00,9.791012160968842082e+00,9.047463482219704645e+00,9.108442319066204718e+00,6.721948579532018853e-01,2.241945221778518238e-01,1.624062634465680555e+00,2.169317689435491803e-01,1.381724431041466250e+00,2.129429970053694632e+01,1.713811678211423439e+00,2.073692758485467524e-01,0.000000000000000000e+00,3.129296704870974111e+01,6.695999705503298571e+01,3.124720919082581716e+01,2.143918739030204468e-01,8.777516885366091870e+00,7.897991403362603080e-02,3.282123570438903459e-01,1.839872958894473332e+00,7.834530897174787789e+00,4.764772206867076143e+00,1.712204579293034878e-01,4.177811177354202599e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.391577173175862114e+01,2.128152069767701882e+00,4.154866435784059320e+01,3.839337724562371790e+01,3.865214408028936077e+01,2.852493498833557517e+00,9.513810012378003389e-01,2.750711095627209613e+00,9.205611338446417768e-01,1.440517967498710972e+00,4.326404810007846713e+00,7.272648120529747295e+00,9.325783633999791544e-02,0.000000000000000000e+00,1.327933173089993488e+02,2.841481960498623494e+02,6.952289134740412102e+00,1.178086694045269861e-01,4.111248648205262923e-01,8.436398622203819531e-02,3.208221541202183752e-02,2.472008772316040826e-01,1.451621331013255967e+00,1.285660628299764241e+00,3.090503915451447425e-01,3.837413388825844596e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.288995288932784433e+02,8.265840120874530328e+01,1.613769155393467599e+03,1.491216358647662219e+03,1.501266981036524157e+03,1.107921541046917184e+02,3.695207387659840492e+01,1.068388789418228697e+02,3.575501610973397959e+01,5.595037769970637243e+01,1.680395445688753568e+02,2.824729843024767320e+02,3.729953815311355836e+00,3.118716202156256827e+02,5.311220589964683313e+03,1.136483205664351954e+04,2.102417416851280585e+00,2.625125395783039295e+01,1.361515746331303376e+02,1.388046495533584235e+01,1.620337742945658647e+03,4.188623784366083783e+03,1.124822420500496264e+03,2.788581396361262250e+03,1.061765463339445432e+03,2.725588844344200425e+03,5.479111807859636807e-01,1.639012380485569409e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.070122990652347283e+01,1.842105108145109860e+00,3.596406851627816792e+01,3.323288657225779019e+01,3.345687230839372006e+01,2.469087110737146595e+00,8.235049680278062612e-01,2.380985378004220276e+00,7.968276285820921068e-01,1.246896565335126050e+00,3.744888588384080119e+00,6.295124508669217356e+00,9.138699537543039375e-02,6.950295387807638114e+00,1.183645756049814963e+02,2.532738944694149836e+02,2.462736673285258748e-01,5.850290872286753041e-01,3.034241014174783757e+00,3.093366799229609887e-01,3.611045446744883947e+01,9.334665510639611341e+01,2.506752001320934653e+01,6.214564956008393892e+01,2.366224793932644133e+01,6.074181280364000912e+01,8.526217673558370014e-02,3.652663291636600862e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.954478703873959375e+02,5.298610607329644040e+01,1.034466459489729004e+03,9.559070463751021407e+02,9.623497471316048859e+02,7.102054653410239382e+01,2.368720514094068363e+01,6.848639811054765403e+01,2.291986112165869827e+01,3.586559386928942672e+01,1.077175580803858139e+02,1.810722599302840194e+02,2.390993844745140429e+00,1.999175220951119343e+02,3.404625463875659534e+03,7.285142079360743082e+03,1.347702237529387448e+00,1.682771147791666877e+01,8.727657044005493958e+01,8.897725793325477639e+00,1.038677088678081873e+03,2.685012786287384188e+03,7.210393525002712067e+02,1.787550539339324814e+03,6.806182631501756077e+02,1.747170735300113165e+03,3.512247940841929372e-01,1.050647999209864558e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.102499466299086208e+02,9.810624333759081495e+00,1.915362832265614941e+02,1.769906419808725673e+02,1.781835380342160136e+02,1.314978498439763754e+01,4.385796360143781492e+00,1.268057560043022747e+01,4.243719040902420581e+00,6.640681756686046100e+00,1.994440759648739103e+01,3.352637230943957292e+01,6.770387728674132077e-01,3.701566037515584640e+01,6.303822624185586392e+02,1.348877988123920204e+03,8.758204701849624518e-01,3.115729158854481540e+00,1.615966352654402272e+01,1.647455373723106353e+00,1.923159008327042727e+02,4.971426234108710105e+02,1.335037945126916554e+02,3.309733082632527044e+02,1.260196415495255025e+02,3.234967994676919147e+02,8.902599430315492890e-02,1.945323706747775994e+00
